task_id,system_mode,complexity,domain,action_keyword,intended,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,n_functions,n_stub,longest_body,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,n_output_tokens
primitive_obsession_intermediate_001,full,intermediate,Finance,List,,1,long_parameter_list,1,long_parameter_list,0,13,0,6,32.000,15.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,459
primitive_obsession_intermediate_002,full,intermediate,Healthcare,Measure,,1,long_parameter_list,1,long_parameter_list,0,7,0,7,29.000,16.000,59.636,9.510,1.000,9.510,6.000,0.000,1.000,500
primitive_obsession_intermediate_003,full,intermediate,Scientific Computing,Measure,,0,,0,,0,2,0,5,15.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,516
primitive_obsession_intermediate_004,full,intermediate,General Software,Compare,,0,,0,,0,9,0,5,36.000,22.000,53.512,27.863,1.000,27.863,12.000,0.000,1.000,498
primitive_obsession_intermediate_005,full,intermediate,E-commerce,Report,,1,long_parameter_list,1,long_parameter_list,0,2,0,7,16.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,383
primitive_obsession_intermediate_006,full,intermediate,Finance,List,,1,long_parameter_list,1,long_parameter_list,0,13,0,6,32.000,15.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,459
primitive_obsession_advanced_001,full,advanced,Healthcare,Analyze,,4,duplicate_code;long_method;long_parameter_list;magic_number,4,duplicate_code;long_method;long_parameter_list;magic_number,4,4,0,11,103.000,51.000,34.552,1630.302,12.151,19809.705,67.000,0.971,5.000,1582
primitive_obsession_advanced_002,full,advanced,Scientific Computing,Recommend,,1,long_parameter_list,1,long_parameter_list,1,5,4,8,19.000,7.000,100.000,0.000,0.000,0.000,0.000,26.316,1.000,475
primitive_obsession_advanced_003,full,advanced,General Software,Implement,,0,,0,,3,6,0,7,24.000,10.000,100.000,0.000,0.000,0.000,0.000,4.167,4.000,492
primitive_obsession_advanced_004,full,advanced,E-commerce,List,,1,long_parameter_list,1,long_parameter_list,6,6,0,9,28.000,10.000,71.093,12.000,0.500,6.000,0.000,3.571,9.000,672
primitive_obsession_advanced_005,full,advanced,Finance,List,,4,duplicate_code;long_method;long_parameter_list;magic_number,4,duplicate_code;long_method;long_parameter_list;magic_number,4,4,0,11,103.000,51.000,34.552,1630.302,12.151,19809.705,67.000,0.971,5.000,1582
primitive_obsession_advanced_006,full,advanced,Healthcare,Evaluate,,1,long_parameter_list,1,long_parameter_list,1,5,4,8,19.000,7.000,100.000,0.000,0.000,0.000,0.000,26.316,1.000,475
switch_statements_basic_001,full,basic,E-commerce,Design,,1,magic_number,1,magic_number,0,1,0,1,13.000,6.000,63.519,42.110,0.833,35.092,6.000,0.000,0.000,203
switch_statements_basic_002,full,basic,Finance,Implement,,1,magic_number,1,magic_number,0,1,0,6,18.000,6.000,60.437,42.110,0.833,35.092,6.000,0.000,0.000,255
switch_statements_basic_003,full,basic,Healthcare,Analyze,,1,magic_number,1,magic_number,0,1,0,1,13.000,6.000,92.371,42.110,0.833,35.092,6.000,46.154,1.000,288
switch_statements_basic_004,full,basic,Scientific Computing,Implement,,0,,0,,6,1,0,2,15.000,1.000,100.000,0.000,0.000,0.000,0.000,6.667,3.000,354
switch_statements_basic_005,full,basic,General Software,Report,,1,duplicate_code,1,duplicate_code,0,,,,464.000,,,,,,,0.000,,4096
switch_statements_basic_006,full,basic,E-commerce,Recommend,,1,magic_number,1,magic_number,0,1,0,1,25.000,6.000,79.299,42.110,0.833,35.092,6.000,20.000,8.000,643
switch_statements_intermediate_001,full,intermediate,Finance,Write,,2,duplicate_code;magic_number,2,duplicate_code;magic_number,0,1,0,1,54.000,22.000,42.877,217.944,2.100,457.683,38.000,0.000,0.000,603
switch_statements_intermediate_002,full,intermediate,Healthcare,Recommend,,1,magic_number,1,magic_number,0,1,0,1,71.000,29.000,37.900,350.274,1.647,576.921,49.000,0.000,0.000,703
switch_statements_intermediate_003,full,intermediate,Scientific Computing,Implement,,1,magic_number,1,magic_number,0,1,0,1,37.000,15.000,76.600,145.296,1.400,203.415,23.000,37.838,1.000,506
switch_statements_intermediate_004,full,intermediate,General Software,Report,,1,magic_number,1,magic_number,0,1,0,1,47.000,19.000,45.188,179.384,2.000,358.768,28.000,0.000,0.000,509
switch_statements_intermediate_005,full,intermediate,E-commerce,Design,,1,magic_number,1,magic_number,0,1,0,1,19.000,6.000,60.502,34.829,1.250,43.536,9.000,0.000,4.000,498
switch_statements_intermediate_006,full,intermediate,Finance,List,,2,duplicate_code;magic_number,2,duplicate_code;magic_number,0,1,0,1,54.000,22.000,42.877,217.944,2.100,457.683,38.000,0.000,0.000,652
switch_statements_advanced_001,full,advanced,Healthcare,Report,,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,1,0,8,39.000,19.000,64.895,529.944,2.571,1362.714,18.000,15.385,0.000,519
switch_statements_advanced_002,full,advanced,Scientific Computing,Report,,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,1,0,1,17.000,6.000,87.911,51.891,0.500,25.946,20.000,35.294,0.000,366
switch_statements_advanced_003,full,advanced,General Software,Compare,,4,deep_nesting;duplicate_code;long_parameter_list;magic_number,4,deep_nesting;duplicate_code;long_parameter_list;magic_number,0,1,0,1,37.000,13.000,49.080,137.065,0.923,126.521,48.000,0.000,0.000,698
switch_statements_advanced_004,full,advanced,E-commerce,Analyze,,4,duplicate_code;long_method;long_parameter_list;magic_number,4,duplicate_code;long_method;long_parameter_list;magic_number,0,1,0,1,143.000,151.000,7.049,4566.194,5.878,26841.818,124.000,0.000,0.000,2907
switch_statements_advanced_005,full,advanced,Finance,Report,,3,long_method;long_parameter_list;magic_number,3,long_method;long_parameter_list;magic_number,0,1,0,8,68.000,37.000,52.715,811.805,1.614,1310.281,55.000,10.294,0.000,939
switch_statements_advanced_006,full,advanced,Healthcare,Implement,,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,1,0,8,39.000,19.000,64.895,529.944,2.571,1362.714,18.000,15.385,0.000,519
parallel_inheritance_basic_001,full,basic,E-commerce,Recommend,,0,,0,,0,9,1,2,29.000,25.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,546
parallel_inheritance_basic_002,full,basic,Finance,Recommend,,0,,0,,0,11,4,1,30.000,27.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,466
parallel_inheritance_basic_003,full,basic,Healthcare,Write,,0,,0,,0,11,4,2,32.000,25.000,100.000,0.000,0.000,0.000,0.000,9.375,6.000,592
parallel_inheritance_basic_004,full,basic,Scientific Computing,Implement,,0,,0,,3,7,3,1,22.000,17.000,100.000,0.000,0.000,0.000,0.000,4.545,6.000,419
parallel_inheritance_basic_005,full,basic,General Software,Analyze,,0,,0,,0,4,0,2,15.000,12.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,478
parallel_inheritance_basic_006,full,basic,E-commerce,List,,0,,0,,0,9,1,2,29.000,25.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,546
parallel_inheritance_intermediate_001,full,intermediate,Finance,Design,,0,,0,,0,16,3,1,36.000,24.000,100.000,0.000,0.000,0.000,0.000,8.333,3.000,496
parallel_inheritance_intermediate_002,full,intermediate,Healthcare,Write,,0,,0,,0,16,12,1,36.000,24.000,100.000,0.000,0.000,0.000,0.000,25.000,2.000,476
parallel_inheritance_intermediate_003,full,intermediate,Scientific Computing,Write,,0,,0,,0,14,0,3,40.000,31.000,71.227,4.755,0.500,2.377,1.000,5.000,4.000,634
parallel_inheritance_intermediate_004,full,intermediate,General Software,Report,,0,,0,,0,13,3,3,32.000,21.000,100.000,0.000,0.000,0.000,0.000,9.375,9.000,478
parallel_inheritance_intermediate_005,full,intermediate,E-commerce,Analyze,,0,,1,duplicate_code,0,7,0,2,22.000,21.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,435
parallel_inheritance_advanced_001,full,advanced,Finance,Measure,,0,,1,duplicate_code,0,18,15,1,39.000,24.000,100.000,0.000,0.000,0.000,0.000,28.205,2.000,558
parallel_inheritance_advanced_002,full,advanced,Healthcare,List,,0,,0,,0,8,5,6,36.000,24.000,100.000,0.000,0.000,0.000,0.000,5.556,12.000,575
parallel_inheritance_advanced_003,full,advanced,Scientific Computing,Design,,0,,0,,0,13,5,6,48.000,30.000,100.000,0.000,0.000,0.000,0.000,16.667,12.000,702
parallel_inheritance_advanced_004,full,advanced,General Software,Write,,1,duplicate_code,1,duplicate_code,0,30,5,1,65.000,40.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,885
parallel_inheritance_advanced_005,full,advanced,E-commerce,Analyze,,0,,1,duplicate_code,0,18,15,1,39.000,24.000,100.000,0.000,0.000,0.000,0.000,28.205,2.000,558
lazy_class_basic_001,full,basic,E-commerce,Compare,,0,,0,,0,1,0,1,4.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,124
lazy_class_basic_002,full,basic,Finance,Measure,,0,,0,,0,1,0,1,8.000,5.000,100.000,0.000,0.000,0.000,2.000,0.000,3.000,276
lazy_class_basic_003,full,basic,Healthcare,Report,,0,,0,,0,1,0,2,5.000,3.000,100.000,0.000,0.000,0.000,0.000,20.000,2.000,308
lazy_class_basic_004,full,basic,Scientific Computing,Write,,0,,0,,0,2,0,1,5.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,143
lazy_class_basic_005,full,basic,General Software,Recommend,,0,,0,,0,1,0,1,3.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,105
lazy_class_basic_006,full,basic,E-commerce,Compare,,0,,0,,0,3,0,1,10.000,6.000,67.491,27.000,1.800,48.600,2.000,0.000,1.000,213
lazy_class_intermediate_001,full,intermediate,Finance,Analyze,,0,,0,,0,4,0,2,14.000,10.000,69.585,4.755,0.500,2.377,0.000,0.000,2.000,278
lazy_class_intermediate_002,full,intermediate,Healthcare,Measure,,0,,0,,0,3,0,1,17.000,11.000,79.419,15.510,1.000,15.510,0.000,5.882,4.000,278
lazy_class_intermediate_003,full,intermediate,Scientific Computing,Evaluate,,1,magic_number,1,magic_number,0,6,0,1,16.000,14.000,64.321,15.510,1.000,15.510,1.000,0.000,2.000,364
lazy_class_intermediate_004,full,intermediate,General Software,Report,,0,,0,,0,4,0,2,17.000,12.000,58.961,81.749,2.708,221.404,1.000,0.000,2.000,309
lazy_class_intermediate_005,full,intermediate,E-commerce,Measure,,0,,0,,0,7,1,2,30.000,13.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,554
lazy_class_advanced_001,full,advanced,Finance,Measure,,1,magic_number,1,magic_number,0,10,0,3,33.000,27.000,52.854,51.806,2.000,103.612,4.000,0.000,4.000,695
lazy_class_advanced_002,full,advanced,Healthcare,Report,,0,,0,,0,9,0,2,26.000,19.000,55.989,48.432,1.688,81.729,1.000,0.000,4.000,518
lazy_class_advanced_003,full,advanced,Scientific Computing,List,,0,,0,,0,10,0,3,35.000,24.000,52.452,53.774,2.500,134.436,3.000,0.000,5.000,553
lazy_class_advanced_004,full,advanced,General Software,Implement,,0,,0,,0,10,0,1,26.000,22.000,57.497,27.000,1.000,27.000,0.000,0.000,2.000,490
lazy_class_advanced_005,full,advanced,E-commerce,Recommend,,1,magic_number,1,magic_number,0,10,0,3,33.000,27.000,52.854,51.806,2.000,103.612,4.000,0.000,4.000,695
temporary_field_basic_001,full,basic,E-commerce,Design,,0,,0,,0,2,0,6,17.000,9.000,87.821,36.000,1.167,42.000,3.000,29.412,5.000,410
temporary_field_basic_002,full,basic,Finance,Report,,0,,0,,0,5,3,4,17.000,8.000,99.345,2.000,0.500,1.000,1.000,58.824,3.000,321
temporary_field_basic_003,full,basic,Healthcare,Analyze,,2,broad_except;perf_try_in_loop,2,broad_except;perf_try_in_loop,0,2,0,3,18.000,10.000,100.000,0.000,0.000,0.000,5.000,0.000,4.000,377
temporary_field_basic_004,full,basic,Scientific Computing,Recommend,,0,,0,,0,3,0,3,16.000,8.000,92.833,13.932,1.333,18.575,4.000,37.500,2.000,337
temporary_field_basic_005,full,basic,General Software,Design,,0,,0,,0,5,0,12,34.000,8.000,100.000,0.000,0.000,0.000,1.000,0.000,18.000,571
temporary_field_basic_006,full,basic,E-commerce,Compare,,0,,0,,0,2,0,6,17.000,9.000,87.821,36.000,1.167,42.000,3.000,29.412,5.000,410
temporary_field_intermediate_001,full,intermediate,Finance,List,,0,,0,,0,1,0,6,8.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,345
temporary_field_intermediate_002,full,intermediate,Healthcare,Compare,,0,,0,,0,6,0,6,18.000,8.000,88.896,51.891,0.500,25.946,0.000,55.556,0.000,500
temporary_field_intermediate_003,full,intermediate,Scientific Computing,Recommend,,1,long_parameter_list,1,long_parameter_list,0,1,0,6,8.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,265
temporary_field_intermediate_004,full,intermediate,General Software,Design,,0,,0,,0,2,0,5,9.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,218
temporary_field_intermediate_005,full,intermediate,E-commerce,Report,,0,,0,,0,1,0,5,7.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,255
temporary_field_advanced_001,full,advanced,Finance,Compare,,0,,0,,0,9,8,10,28.000,11.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,352
temporary_field_advanced_002,full,advanced,Healthcare,List,,0,,0,,0,15,14,10,40.000,17.000,100.000,0.000,0.000,0.000,0.000,35.000,0.000,796
temporary_field_advanced_003,full,advanced,Scientific Computing,List,,2,complex_conditional;long_parameter_list,2,complex_conditional;long_parameter_list,0,3,0,9,25.000,16.000,57.701,28.529,0.500,14.265,3.000,0.000,0.000,522
temporary_field_advanced_004,full,advanced,General Software,Report,,0,,0,,0,6,1,9,21.000,8.000,100.000,0.000,0.000,0.000,0.000,9.524,1.000,392
temporary_field_advanced_005,full,advanced,E-commerce,Compare,,0,,0,,0,9,8,10,28.000,11.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,352
message_chains_basic_001,full,basic,E-commerce,Report,,0,,0,,0,1,0,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,168
message_chains_basic_002,full,basic,Finance,Implement,,1,magic_number,1,magic_number,3,1,0,1,16.000,4.000,81.551,44.973,1.000,44.973,3.000,6.250,2.000,357
message_chains_basic_003,full,basic,Healthcare,Write,,0,,0,,0,,,,1.000,,,,,,,0.000,,285
message_chains_basic_004,full,basic,Scientific Computing,Measure,,0,,0,,0,1,0,2,3.000,1.000,100.000,0.000,0.000,0.000,0.000,33.333,0.000,121
message_chains_basic_005,full,basic,General Software,Compare,,1,duplicate_code,1,duplicate_code,0,,,,,,,,,,,,,4096
message_chains_basic_006,full,basic,E-commerce,Compare,,0,,0,,0,1,0,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,168
message_chains_intermediate_001,full,intermediate,Finance,Write,,0,,0,,0,1,0,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,139
message_chains_intermediate_002,full,intermediate,Healthcare,Compare,,0,,0,,1,1,0,2,4.000,1.000,100.000,0.000,0.000,0.000,0.000,75.000,2.000,282
message_chains_intermediate_003,full,intermediate,Scientific Computing,Analyze,,2,dead_code;inefficient_loop,2,dead_code;inefficient_loop,0,1,0,3,6.000,3.000,100.000,0.000,0.000,0.000,3.000,0.000,2.000,330
message_chains_intermediate_004,full,intermediate,General Software,Report,,0,,0,,0,1,0,6,8.000,1.000,100.000,0.000,0.000,0.000,0.000,75.000,5.000,314
message_chains_intermediate_005,full,intermediate,E-commerce,Compare,,1,magic_number,1,magic_number,0,1,0,4,9.000,3.000,70.444,15.510,1.000,15.510,3.000,0.000,2.000,325
message_chains_advanced_001,full,advanced,Finance,Evaluate,,0,,0,,2,1,0,7,23.000,1.000,100.000,0.000,0.000,0.000,0.000,30.435,5.000,500
message_chains_advanced_002,full,advanced,Healthcare,Measure,,0,,0,,0,1,0,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,347
message_chains_advanced_003,full,advanced,Scientific Computing,Write,,1,magic_number,1,magic_number,0,1,0,3,8.000,4.000,72.206,12.000,0.667,8.000,6.000,0.000,3.000,243
message_chains_advanced_004,full,advanced,General Software,Implement,,1,magic_number,1,magic_number,2,1,0,2,10.000,2.000,100.000,4.755,0.500,2.377,3.000,20.000,4.000,354
message_chains_advanced_005,full,advanced,E-commerce,Measure,,1,magic_number,1,magic_number,0,1,0,3,8.000,2.000,75.290,4.755,0.500,2.377,2.000,0.000,2.000,291
middle_man_basic_001,full,basic,E-commerce,Measure,,0,,0,,0,4,0,1,9.000,6.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,310
middle_man_basic_002,full,basic,Finance,Write,,0,,0,,0,5,0,1,11.000,7.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,286
middle_man_basic_003,full,basic,Healthcare,Analyze,,0,,0,,0,4,0,1,9.000,6.000,100.000,0.000,0.000,0.000,0.000,11.111,3.000,320
middle_man_basic_004,full,basic,Scientific Computing,Analyze,,0,,0,,0,3,0,1,10.000,6.000,72.772,4.755,0.500,2.377,2.000,0.000,0.000,172
middle_man_basic_005,full,basic,General Software,Measure,,0,,1,duplicate_code,0,12,12,1,32.000,20.000,100.000,0.000,0.000,0.000,0.000,28.125,0.000,539
middle_man_basic_006,full,basic,E-commerce,Evaluate,,0,,0,,0,4,0,1,9.000,6.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,310
middle_man_intermediate_001,full,intermediate,Finance,Design,,0,,0,,0,7,3,1,16.000,11.000,100.000,0.000,0.000,0.000,0.000,31.250,3.000,320
middle_man_intermediate_002,full,intermediate,Healthcare,Evaluate,,0,,0,,0,6,0,1,13.000,8.000,100.000,0.000,0.000,0.000,0.000,0.000,5.000,364
middle_man_intermediate_003,full,intermediate,Scientific Computing,Design,,0,,0,,0,8,0,1,17.000,10.000,100.000,0.000,0.000,0.000,0.000,0.000,7.000,370
middle_man_intermediate_004,full,intermediate,General Software,Compare,,0,,0,,0,6,0,1,25.000,12.000,56.961,38.039,0.500,19.020,8.000,0.000,5.000,500
middle_man_intermediate_005,full,intermediate,E-commerce,Compare,,0,,0,,0,6,0,1,13.000,8.000,100.000,0.000,0.000,0.000,0.000,0.000,5.000,369
middle_man_advanced_001,full,advanced,Finance,Write,,0,,0,,0,6,0,5,22.000,8.000,100.000,0.000,0.000,0.000,0.000,45.455,10.000,501
middle_man_advanced_002,full,advanced,Healthcare,Compare,,0,,0,,0,5,0,4,14.000,7.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,326
middle_man_advanced_003,full,advanced,Scientific Computing,Implement,,0,,0,,0,6,0,5,17.000,8.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,438
middle_man_advanced_004,full,advanced,General Software,Implement,,0,,0,,0,5,0,4,14.000,7.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,352
middle_man_advanced_005,full,advanced,E-commerce,Evaluate,,0,,0,,0,5,0,4,14.000,7.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,601
inappropriate_intimacy_basic_001,full,basic,E-commerce,Implement,,0,,0,,0,7,0,3,21.000,11.000,65.340,4.755,0.500,2.377,0.000,0.000,0.000,372
inappropriate_intimacy_basic_002,full,basic,Finance,Implement,,0,,0,,0,6,0,2,17.000,11.000,63.746,15.510,1.000,15.510,1.000,0.000,2.000,323
inappropriate_intimacy_basic_003,full,basic,Healthcare,Design,,1,dead_code,1,dead_code,0,6,0,3,20.000,10.000,65.937,4.755,0.500,2.377,0.000,0.000,5.000,394
inappropriate_intimacy_basic_004,full,basic,Scientific Computing,List,,0,,0,,0,10,0,2,36.000,25.000,46.642,244.198,4.148,1012.970,13.000,0.000,5.000,611
inappropriate_intimacy_basic_005,full,basic,General Software,Evaluate,,0,,0,,0,8,0,4,23.000,14.000,60.805,13.932,0.500,6.966,2.000,0.000,2.000,407
inappropriate_intimacy_basic_006,full,basic,E-commerce,Design,,0,,0,,0,7,0,3,21.000,11.000,65.340,4.755,0.500,2.377,0.000,0.000,0.000,372
inappropriate_intimacy_intermediate_001,full,intermediate,Finance,Implement,,0,,0,,0,11,0,4,53.000,39.000,38.807,591.751,2.845,1683.429,22.000,0.000,4.000,1079
inappropriate_intimacy_intermediate_002,full,intermediate,Healthcare,Implement,,0,,0,,0,4,0,5,17.000,8.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,355
inappropriate_intimacy_intermediate_003,full,intermediate,Scientific Computing,Write,,0,,0,,0,4,0,5,27.000,8.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,514
inappropriate_intimacy_intermediate_004,full,intermediate,General Software,Evaluate,,0,,0,,0,8,0,3,22.000,12.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,428
inappropriate_intimacy_intermediate_005,full,intermediate,E-commerce,Measure,,0,,0,,0,6,0,1,14.000,10.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,297
inappropriate_intimacy_intermediate_006,full,intermediate,Finance,Implement,,1,dead_code,1,dead_code,0,7,0,4,40.000,28.000,45.410,263.666,4.103,1081.941,19.000,0.000,5.000,674
inappropriate_intimacy_advanced_001,full,advanced,Healthcare,Measure,,0,,0,,0,12,0,2,29.000,20.000,58.340,13.932,0.500,6.966,0.000,0.000,1.000,668
inappropriate_intimacy_advanced_002,full,advanced,Scientific Computing,Recommend,,1,duplicate_code,1,duplicate_code,0,12,0,3,35.000,20.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,556
inappropriate_intimacy_advanced_003,full,advanced,General Software,Report,,1,magic_number,1,magic_number,6,10,0,5,49.000,30.000,60.395,118.593,3.600,426.933,11.000,6.122,12.000,769
inappropriate_intimacy_advanced_004,full,advanced,E-commerce,Implement,,0,,0,,0,9,3,4,27.000,17.000,81.318,4.755,0.500,2.377,0.000,11.111,2.000,633
inappropriate_intimacy_advanced_005,full,advanced,Finance,Write,,0,,0,,7,8,0,1,32.000,18.000,88.998,4.755,0.500,2.377,2.000,37.500,7.000,532
inappropriate_intimacy_advanced_006,full,advanced,Healthcare,Write,,0,,0,,0,12,0,2,29.000,20.000,58.340,13.932,0.500,6.966,0.000,0.000,1.000,668
alternative_classes_different_interfaces_basic_001,full,basic,E-commerce,Compare,,0,,0,,0,2,0,3,13.000,6.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,217
alternative_classes_different_interfaces_basic_002,full,basic,Finance,Compare,,0,,0,,0,2,2,1,6.000,6.000,100.000,0.000,0.000,0.000,0.000,33.333,0.000,119
alternative_classes_different_interfaces_basic_003,full,basic,Healthcare,List,,0,,0,,0,4,0,5,30.000,8.000,100.000,0.000,0.000,0.000,0.000,0.000,5.000,378
alternative_classes_different_interfaces_basic_004,full,basic,Scientific Computing,Implement,,0,,0,,0,4,0,6,23.000,8.000,100.000,0.000,0.000,0.000,0.000,0.000,12.000,481
alternative_classes_different_interfaces_basic_005,full,basic,General Software,Evaluate,,1,magic_number,1,magic_number,0,4,0,3,22.000,12.000,59.331,27.000,1.000,27.000,4.000,0.000,3.000,367
alternative_classes_different_interfaces_basic_006,full,basic,E-commerce,Compare,,0,,0,,0,2,0,3,13.000,6.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,217
alternative_classes_different_interfaces_intermediate_001,full,intermediate,Finance,Analyze,,0,,0,,0,6,0,1,40.000,12.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,552
alternative_classes_different_interfaces_intermediate_002,full,intermediate,Healthcare,Compare,,1,dead_code,1,dead_code,6,3,3,1,17.000,9.000,100.000,0.000,0.000,0.000,0.000,23.529,6.000,341
alternative_classes_different_interfaces_intermediate_003,full,intermediate,Scientific Computing,Design,,1,magic_number,1,magic_number,0,6,3,2,20.000,20.000,90.960,4.755,0.500,2.377,1.000,25.000,3.000,687
alternative_classes_different_interfaces_intermediate_004,full,intermediate,General Software,Design,,2,dead_code;magic_number,2,dead_code;magic_number,0,3,0,5,30.000,15.000,72.501,20.897,0.750,15.673,4.000,6.667,12.000,486
alternative_classes_different_interfaces_intermediate_005,full,intermediate,E-commerce,Evaluate,,2,dead_code;duplicate_code,2,dead_code;duplicate_code,0,15,2,2,46.000,25.000,56.835,4.755,0.500,2.377,0.000,0.000,8.000,814
alternative_classes_different_interfaces_advanced_001,full,advanced,Finance,List,,0,,0,,6,3,3,1,15.000,9.000,100.000,0.000,0.000,0.000,0.000,33.333,6.000,374
alternative_classes_different_interfaces_advanced_002,full,advanced,Healthcare,Compare,,1,dead_code,1,dead_code,0,3,3,1,10.000,9.000,100.000,0.000,0.000,0.000,0.000,30.000,0.000,342
alternative_classes_different_interfaces_advanced_003,full,advanced,Scientific Computing,Evaluate,,0,,0,,0,3,3,1,9.000,9.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,274
alternative_classes_different_interfaces_advanced_004,full,advanced,General Software,Compare,,0,,0,,0,2,0,1,6.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,356
alternative_classes_different_interfaces_advanced_005,full,advanced,E-commerce,Compare,,0,,0,,0,6,0,3,32.000,12.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,505
incomplete_library_class_basic_001,full,basic,E-commerce,Write,,2,duplicate_code;magic_number,2,duplicate_code;magic_number,0,3,0,4,19.000,14.000,73.076,291.729,3.677,1072.811,9.000,0.000,2.000,592
incomplete_library_class_basic_002,full,basic,Finance,Evaluate,,0,,0,,3,2,0,2,13.000,8.000,100.000,0.000,0.000,0.000,1.000,15.385,6.000,362
incomplete_library_class_basic_003,full,basic,Healthcare,Write,,1,dead_code,1,dead_code,0,4,0,3,26.000,7.000,66.622,2.000,0.500,1.000,2.000,0.000,11.000,576
incomplete_library_class_basic_004,full,basic,Scientific Computing,Design,,2,broad_except;dead_code,2,broad_except;dead_code,1,11,0,6,69.000,26.000,59.390,158.643,4.400,698.028,9.000,0.000,17.000,1003
incomplete_library_class_basic_005,full,basic,General Software,Implement,,1,dead_code,1,dead_code,0,3,0,2,17.000,9.000,85.255,38.039,0.500,19.020,3.000,0.000,8.000,466
incomplete_library_class_intermediate_001,full,intermediate,E-commerce,Analyze,,0,,0,,6,6,0,2,31.000,12.000,73.441,105.486,4.500,474.687,4.000,16.129,7.000,702
incomplete_library_class_intermediate_002,full,intermediate,Finance,Design,,2,dead_code;magic_number,2,dead_code;magic_number,0,6,0,3,22.000,10.000,81.999,79.954,2.600,207.882,2.000,27.273,10.000,572
incomplete_library_class_intermediate_003,full,intermediate,Healthcare,Recommend,,0,,0,,0,5,0,5,21.000,8.000,53.472,246.206,4.741,1167.197,1.000,0.000,2.000,575
incomplete_library_class_intermediate_004,full,intermediate,Scientific Computing,Write,,2,inefficient_loop;magic_number,2,inefficient_loop;magic_number,0,8,0,3,41.000,26.000,44.062,385.500,6.759,2605.445,11.000,0.000,6.000,728
incomplete_library_class_intermediate_005,full,intermediate,General Software,Write,,2,dead_code;long_parameter_list,2,dead_code;long_parameter_list,0,4,0,7,24.000,7.000,100.000,0.000,0.000,0.000,1.000,0.000,11.000,627
incomplete_library_class_advanced_001,full,advanced,E-commerce,Report,,2,dead_code;duplicate_code,2,dead_code;duplicate_code,0,46,0,10,225.000,48.000,42.565,1609.562,5.943,9565.398,0.000,18.667,33.000,3682
incomplete_library_class_advanced_002,full,advanced,Finance,Measure,,0,,0,,0,7,0,3,30.000,10.000,100.000,0.000,0.000,0.000,1.000,10.000,4.000,534
incomplete_library_class_advanced_003,full,advanced,Healthcare,List,,1,dead_code,1,dead_code,0,5,3,4,18.000,7.000,100.000,0.000,0.000,0.000,0.000,22.222,2.000,426
